track_id	name	artist	spotify_preview_url	spotify_id	tags	genre	year_x	duration_ms	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature	title	tag	year_y	views	features	lyrics	id	language_cld3	language_ft	language
TRIXBSL128F93352E0	The Way You Move	OutKast	https://p.scdn.co/mp3-preview/d6668e71999f3b077f19325868d476c371f387bf?cid=774b29d4f13844c495f206cafdad9c86	072o3kUgI6HOYbMQdRLDvQ	dance, rap, hip_hop, funk, rnb, 00s		2003	233613	0.867	0.594	5	-5.157	0	0.0463	0.136	0.000181	0.0616	0.637	125.988	4	The Way You Move	rap	2003	195654	"{""Sleepy Brown""}"	"[Intro: Big Boi]
Boom, boom, boom
Ha-ha!

[Verse 1: Big Boi]
Ready for action, nip it in the bud
We never relaxing, OutKast is everlasting
Not clashing, not at all
But, see, my nigga went to do a little acting
Now, that's for anyone asking, give me one, pass 'em
Drip-drip-drop—there goes an eargasm
Now you cumming out the side of your face
We tapping right into your memory banks (Thanks!)
So click it or ticket, let's see your seat belt fastened
Trunk rattling, like two midgets in the backseat 'rassling
Speakerboxxx vibrate the tag
Make it sound like aluminum cans in the bag
But I know y'all wanted that 808
Can you feel that B-A-S-S, bass?
But I know y'all wanted that 808
Can you feel that B-A-S-S, bass?
[Chorus: Sleepy Brown]
I like the way you move
I like the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way
I love the way you move
I love the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way

[Verse 2: Big Boi]
The whole room fell silent, the girls all paused with glee
Turning left, turning right, are they looking at me?
Well, I was looking at them, there, there, on the dance floor
Now, they got me in the middle, feeling like a man-whore
'Specially the big girl
Big girls need love, too—no discrimination here, squirrel
So keep your hands off my cheeks
And let me study how you ride the beat, you big freak
Skinny-slim women got the cameltoe within them
You can hump them, lift them, bend them
Give them something to remember
Yell out ""Timber!"" when you fall through the chop shop
Take a deep breath and exhale
Your ex-male-friend-boyfriend was boring as hell
But let me listen to the story you tell
And we can make moves like a person in jail: on the low, ho
[Chorus: Sleepy Brown]
I like the way you move
I like the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way
I love the way you move
I love the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way

[Bridge: Sleepy Brown]
Hey, baby, girl, don't you stop me
Come on, lady, dance all around me
You (Look so fine) You look so fine (Look so fine)
You driving me (Out of my) Out of my mind
(Out my mind) Ooh, baby, if I could
I would just leave with you, baby
Oooh, 'cause you light me, andd excite me
And you know, you got me, baby, ooh!

[Chorus: Sleepy Brown]
I like the way you move (I like the way you move)
I like the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh
I love the way you move
I love the way (Oh, oh), I love the way (Ooh)
I love the way you move (I love the way you move)
I love the way you move (Ooh, you're so sexy, baby), woo-ooh-ooh
I love the way you move
I love the way, I love the way
I like the way you move
I like the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way..."	3444	en	en	en
TRFTAHF128F9308DC5	Belgium	Bowling for Soup	https://p.scdn.co/mp3-preview/b5f510753e7319c54a943a48972c37bdc42d3439?cid=774b29d4f13844c495f206cafdad9c86	0Brxl4f9FLFWRcx0nSeY3y	rock, punk, grunge, gothic		1998	215506	0.505	0.666	7	-6.409	1	0.0375	2.49e-05	6.85e-06	0.0314	0.516	85.007	4	Belgium	pop	2004	1503	{}	"Lately I feel so small
Or maybe it's just that my bed has grown
I never noticed it before
But you were there
So how was I to know

That this single bed
Was always meant for two
Not just anyone
It was meant for
Me and you

And now you're half-way round the world
And I'm just a day behind
Nothing seems to fill the hole
That I have since you left my side
You'll always be my little girl
Though I can't hold you tonight
And now your halfway round the world
And I'm just a day behind
I wake up in the night
And I turn around and find that you're not there
I just like to watch you sleep and lay by you
I love to feel you near
I think I'm going crazy
Every day confusion starts to grow
I never noticed it before
But you were there so how was I to know
That this single bed
Was always meant for two
Not just anyone
It was meant for
Me and you

And now you're half-way round the world
And I'm just a day behind
Nothing seems to fill the hole
That I have since you left my side
You'll always be my little girl
Though I can't hold you tonight
And now your halfway round the world
And I'm just a day behind

Lately I feel so small
Or maybe it's just that my bed has grown
I never noticed it before
But you were there
So how was I to know
And now you're half-way round the world
And I'm just a day behind
Nothing seems to fill the hole
That I have since you left my side
You'll always be my little girl
Though I can't hold you tonight
And now your halfway round the world
And I'm just a day behind
Just a day behind
Just a day behind
Just a day behind
Just a day behind"	1737853	en	en	en
TRAOGCM128E078FD87	Hit	The Sugarcubes	https://p.scdn.co/mp3-preview/d0baf1f643d39014a39d4b11ee255aebda18ec66?cid=774b29d4f13844c495f206cafdad9c86	0XPvlvtHBT3wnGaB59fkp1	alternative, indie, pop, new_wave		1992	430933	0.821	0.546	7	-14.478	1	0.0616	3.09e-05	0.00385	0.0681	0.963	119.949	4	Hit	rock	1991	9290	{}	"[Chorus: Björk]
This wasn't supposed to happen
I was happy by myself
Accidentally you seduced me
I'm in love again

[Verse 1: Björk]
I lie in my bed, Totally still
My eyes wide open, I'm in rapture
I don't believe this, I'm in love again!

[Chorus: Björk]
This wasn't supposed to happen
I've been hit with your charm
How could you do this to me?
I'm in love again

[Verse 2: Björk]
I lie in my bed — totally still
My eyes wide open — I'm in rapture
I don't believe this, I'm in love again
This wasn't supposed to happen!
This wasn't supposed to happen!

Ég og hann, ég og hann við segjum
Ég og hann, ég og hann við finnum til
Ég og hann, ég og hann við segjum
Ég og hann, ég og hann við finnum til

[Spoken word: Einar]
A small story which never happened
I said ouch! This really hurts!
That can't be, this has been
Practised for millions of years
Therefore we are
Yes, but I, I'm a boy

A small story which always happens
I said ouch! This really hurts!
This could well be
But this has
Been practised for millions of years
Therefore we are
Yes, but, you're a girl!

[Verse 2: Björk]
I lie in my bed — totally still
My eyes wide open — I'm in rapture
I don't believe this, I'm in love again
This wasn't supposed to happen!

[Björk]
I lie in my bed — totally still
My eyes wide open — I'm in rapture
I'm in rapture
You've put a seed inside me
Oh, and while you're away
Seed
It's growing silently
To be a life
Starts in my stomach
Embraces my insides
Inside
And about to reach my heart

This wasn't supposed to happen!
This wasn't supposed to happen!

Ég og hann, ég og hann við segjum
Ég og hann, ég og hann við finnum til
Ég og hann, ég og hann við bítum
Ég og hann, ég og hann við finnum til
This really hurts
Ég og hann, ég og hann við bítum
Ég og hann, ég og hann við finnum til
Ég og hann, ég og hann við bítum
Ég og hann, ég og hann við finnum til"	1507077	en	en	en
TRJRBRX128F4255789	4th of July	Soundgarden	https://p.scdn.co/mp3-preview/71b896bd221cb1b4cc76aa350d2bb0a4292f3a65?cid=774b29d4f13844c495f206cafdad9c86	237oH9rNUYpIBeHfAn3WJ0	hard_rock, 90s, grunge		1994	308866	0.368	0.749	5	-5.523	0	0.0392	0.109	0.000372	0.175	0.193	141.901	4	4th of July	rock	1994	43205	{}	"[Verse 1]
Shower in the dark day, clean sparks diving down
Cool in the waterway where the baptized drown
Naked in the cold sun,  breathing life like fire
Thought I was the only one but that was just a lie

[Chorus]
'Cause I heard it in the wind
And I saw it in the sky
And I thought it was the end
I thought it was the 4th of July

[Verse 2]
Pale in the flare light, the scared light cracks and disappears
And leads the scorched ones here
And everywhere no one cares, the fire is spreading
And no one wants to speak about it

[Verse 3]
Down in the hole
Jesus tries to crack a smile
Beneath another shovel load
[Chorus]
And I heard it in the wind
And I saw it in the sky
I thought it was the end
I thought it was the 4th of July
I heard it in the wind
And I saw it in the sky
And I thought it was the end
I thought it was the 4th of July
July
July

Yeah, oh

[Verse 4]
Now I'm in control, now I'm in the fall out
Once asleep but now I stand
And I still remember your sweet everything
Light a Roman candle and hold it in your hand

[Chorus]
'Cause I heard it in the wind
And I saw it in the sky
And I thought it was the end
I thought it was the 4th of July
I heard it in the wind
And I saw it in the sky
And I thought it was the end
I thought it was the 4th of July
Yeah"	198162	en	en	en
TRJUIBH128E0793AF1	O My God	The Police	https://p.scdn.co/mp3-preview/e056261732e1dfb28ff13bfa9e9620d88e2a97e8?cid=774b29d4f13844c495f206cafdad9c86	0LI0vj0Qy9vYnn0O4nQVLt	rock, new_wave, male_vocalists	Rock	1993	242226	0.561	0.715	4	-10.764	0	0.047	0.0502	0.00264	0.303	0.884	134.771	4	O My God	rock	1983	5131	{}	"[Verse 1]
Everyone I know is lonely
And God is so far away
And my heart belongs to no one
So now sometimes I pray

[Chorus]
Take the space between us
And fill it up some way
Take the space between us
Fill it up
Fill it up

[Verse 2]
Oh my God, You take the biscuit
Treating me this way
Expecting me to treat You well
No matter what You say
How can I turn the other cheek?
It's black and bruised and torn
I've been waiting
Since the day that I was born
[Interlude]
Fill it up
Fill it up
Fill it up

[Chorus]
Take the space between us
Fill it up some way
Take the space between us
Fill it up, fill it up
Fill it up, fill it up
Fill it up, fill it up

[Verse 3]
The fat man in his garden
The thin man at his gate
My God, You must be sleeping
Wake up, it's much too late

[Chorus]
Take the space between us
Fill it up some way
Take the space between us
Fill it up, fill it up
Fill it up, fill it up
Fill it up, fill it up
[Outro]
Do I have to tell the story
Of a thousand rainy days
Since we first met?
It's a big enough umbrella
But it's always me
That ends up getting wet"	344347	en	en	en
TRVKIYE128F425BB5C	The Arsonist	Thrice	https://p.scdn.co/mp3-preview/2c7d51b0cc49a29cdec9fdc64f69200f908007f5?cid=774b29d4f13844c495f206cafdad9c86	3KKNuUSXdVx9j4boikFaZz	rock, progressive_rock, hardcore, post_hardcore		2007	253386	0.322	0.964	4	-6.785	0	0.184	2.28e-05	0.27	0.337	0.227	154.861	3	The Arsonist	rock	2007	3180	{}	"There is truth beneath the floorboards
There is hope in brick and stone
They tell me just to shut my mouth
Leave well enough alone

But I think maybe all that's needed
Is a match and gasoline
Because I don't think that any one of them believes
That there will be a reckoning

But I will see this city burn

There are still good shepherds scattered
But they're far between and few
And the sheep's skin that the wolves all wear's
So thin I see right through

And I think maybe all that's needed
Is some gas and open flame
Because I don't think that any one of them believes
That fire can erase their names
But I will see this city burn
I said I will see this city burn

We will burn it down and
Build it again, what was buried in flame
Burn it down and
Build it again from the bricks that remain

I love this city, but I've set and numbered its days
I love this city, enough that I'll set it ablaze
I love this city, but I've set and numbered its days
I love this city, enough that I'll set it ablaze

There's truth beneath the floorboards
There's hope in brick and stone
But they tell me just to shut my mouth
Leave well enough alone

But I think that maybe all that's needed
Is some flint and hardened steel
Because I don't think that any one of them
Believes the revolution's real

We will burn it down and
Build it again, what was buried in flame
Burn it down and
Build it again from the bricks that remain
I love this city, but I've set and numbered its days
I love this city, enough that I'll set it ablaze

It will burn"	2017809	en	en	en
TRZGKWD128F427C3B6	The Crossing	Enslaved	https://p.scdn.co/mp3-preview/87a20bca761c6f936a50a8bb1a4a07c3600cb429?cid=774b29d4f13844c495f206cafdad9c86	7dwyshUCEWfTQCfSqXROTZ	black_metal	Jazz	2003	551986	0.258	0.861	8	-6.623	0	0.0756	0.000791	0.632	0.122	0.134	130.072	1	The Crossing	pop	2003	381	{}	"I no longer struggle
No longer see
Nothing remains, burning anxiety
Darkness came forth
Gave birth to me
Certain death is all I see

I see you weep
I see you suffer
I've seen kingdoms rise and fall
I've seen all that's supposed to be

Earthbound forces, united with sorrow
The path was given in ancient times
Embraced by hunger, forgotten by will
The wisdom is hold up still

Break the chains, come forth to see
Cross the abyss not meant to be
Cross the river, find the key
Kill the queen of anxiety"	1211696	en	en	en
TRQLFUT128F428136B	There and Back Again	Daughtry	https://p.scdn.co/mp3-preview/d322e2c9c61e44d660ecd0d51c1729fdf8cdf41a?cid=774b29d4f13844c495f206cafdad9c86	0es6colTiPRd7wzMG4jlcG	rock, hard_rock	Rock	2006	195826	0.539	0.931	7	-2.881	1	0.0925	0.000768	0.0	0.128	0.408	110.993	4	There and Back Again	rock	2006	1375	{}	"[Verse 1]
Take, take your time
Smell the roses, but steal the vines
Don't wait for the hands of time
To second guess and change your mind

[Pre-Chorus]
Now shine
Here's your moment to shine
Shine

[Chorus]
Lay it down, my friend
Close your eyes, breathe in
And I'll take you
There and back again
No more questions why
I'm not so surprised
Why you have
Been there and back again
[Verse 2]
Replace, replace that line
That spoke to you
But showed no signs
To be alive
So are you livin' or dead?
Have you made a choice to hear your voice
Or hold on to what they said?

[Pre-Chorus]
Now shine
Here's your moment to shine
Shine

[Chorus]
Lay it down, my friend
Close your eyes, breathe in
And I'll take you
There and back again
No more questions why
I'm not so surprised
Why you have
Been there and back again

[Bridge]
Back again, back again
Back again, back again
[Chorus]
Lay it down, my friend
Close your eyes, breathe in
And I'll take you
There and back again
No more questions why
I'm not so surprised
Why you have
Been there and back again
Lay it down, my friend
Close your eyes, breathe in
And I will take you
There and back again
No more questions why
I'm not so surprised
Why you have
Been there and back again"	392188	en	en	en
TRZXGQT128F42B36DF	Black Gold Reign	All Shall Perish	https://p.scdn.co/mp3-preview/7c72eafb45b2cad991b291e1d6c7bdd7c04cec94?cid=774b29d4f13844c495f206cafdad9c86	23l1tMVuUr1cTLINfcBVbV	death_metal, metalcore		2008	277426	0.313	0.982	3	-4.128	0	0.248	9.06e-05	0.0339	0.167	0.104	110.47	4	Black Gold Reign	rock	2008	3796	{}	"Will they see this?
Will they feel this?
Will they hear the voice of resistance

Or will they bring us down for their bloodshed?
Trade us all 'til black gold rains
Fought this fight
There's no end in sight
Except for our rights
Will they blind us all?

""Be all that you can be""
Forever in vain, our wasted beliefs
Erase the truth
So with that fall from grace
Will they burn it all down in an emphatic
Fading away
Fading away

To this time to when we began
Forever from cleansing the blood on our hands
Release the truth
Destroyed in anguish, another million faceless
And I wish we had eyes to view our demise
Tomorrow, together we rise
With their fallen disguise
We must hunt the despised
Thieves; high-class murderers

Tomorrow, together we rise
With their fallen disguise
We must hunt the despised
Thieves; high-class murderers

They can't taste this anger
That flows through our veins
A separation of our own god
Damned nation that lets us die
Leaders that follow a golden tomorrow
They bleed us dry
We let them rise"	781984	en	en	en
TRKOULF128F92EC158	And Me	Beastie Boys	https://p.scdn.co/mp3-preview/7790c9f62751ca975db8588a8cbc6df9c6b6c9c3?cid=774b29d4f13844c495f206cafdad9c86	1iQDZeytZwFXcwnSvwtOfn	experimental, rap, hip_hop, trip_hop		1998	172000	0.711	0.588	0	-8.452	1	0.227	0.0541	0.558	0.16	0.563	72.253	4	And Me	rap	1998	4098	{}	"Once again, I'm all wrapped up in me
My best friend's my own worst enemy
Electricity and gravity
Oh, my god, now take a look at me
My lifeline's run by AT&T
They got their wires all up in me
Is push and pull the way it's got to be?

Once again, I'm all wrapped up in me
My best friend's my own worst enemy
Electricity and gravity

Once again, I'm all wrapped up in me
Once again, I'm all wrapped up in me
Once again, I'm all wrapped up in me
Once again, I'm all wrapped up in me

You know, I wish that there was some way
That I could be outside playing basketball in the rain
And not get wet. Now wouldn't that be great, hmm?"	9374	en	en	en
TRVRCOF128F4270993	Stuck To You	Hellogoodbye	https://p.scdn.co/mp3-preview/4831dfb5eb0305d18f4f412d08fdc96c884654ea?cid=774b29d4f13844c495f206cafdad9c86	3U2KTKoPzzH84vDfQvyzrE	electronic, alternative, indie, pop, dance, indie_pop, emo, love, synthpop, pop_rock	Rap	2008	164573	0.65	0.876	2	-4.353	1	0.0764	0.0018	1.17e-05	0.345	0.705	143.997	4	Stuck To You	pop	2006	664	{}	"Holding my breath
For a whole month
If I held your breath
At least we would touch

Keeping from you
Keeps me from sleep
It's just this bad beat
That I just can't keep

Oh girl, it's true
I can never be away from you
It's like you gloss your lips with glue
Oh we kiss and I am stuck to you

My heart's on the floor
My feet feel like lead
I'd quit the tour
But I'm already dead

Our only connection is synthetically
We show our affection electronically
Oh girl, it's true
I can never be away from you
It's like you gloss your lips with glue
Oh we kiss and I am stuck to you

We lock lips and throw the key out
Till it slips that
I must leave town
Our love reaches
Across oceans
To your beaches
Lonely notions

Oh girl, it's true
I can never be away from you
It's like you gloss your lips with glue
Oh we kiss and I am stuck to you"	1637288	en	en	en
TRAETNE128F92F334E	No Shame	5 Seconds of Summer	https://p.scdn.co/mp3-preview/c99b5a48d01d66a720e30bbd7eb9ecdca00508b0?cid=774b29d4f13844c495f206cafdad9c86	4kLm0P01JM1xS94Z4JC3oE	pop_rock		2020	192736	0.576	0.807	7	-3.019	1	0.0374	0.0185	2.45e-06	0.0963	0.48	90.932	4	No Shame	pop	2020	340082	{}	"[Verse 1]
Angel, with the gun in your hand
Pointin' my direction, givin' me affection
Love is fatal, won't you give it a chance?
Center of attention, don't you ask me any questions

[Pre-Chorus]
Go on and light me like a cigarette
Even if it might be somethin' you'll regret
You got me now, now, now
Swallow me down, down, down, down

[Chorus]
I only light up when cameras are flashin'
Never enough and no satisfaction
Got no shame
I love the way you're screaming my name
Diggin' my grave to get a reaction
Changin' my face and callin' it fashion
Got no shame
I love the way you're screaming my name
[Verse 2]
Lay me in the palm of your hand
I'll give you my permission, you'll always be forgiven
Go on, replace me
When you're cravin' somethin' sweeter than the words I left in your mouth
Go on and spit me out

[Chorus]
I only light up when cameras are flashin'
Never enough and no satisfaction
Got no shame
I love the way you're screaming my name
Diggin' my grave to get a reaction
Changin' my face and callin' it fashion
Got no shame
I love the way you're screaming my name

[Post-Chorus]
I love the way you're screaming my name
I love the way you're screaming my name

[Bridge]
Go on and light me like a cigarette
Even if it might be somethin' you'll regret
You got me now, now, now
Swallow me down, down, down, down
[Chorus]
I only light up when cameras are flashin'
Never enough and no satisfaction
Got no shame
I love the way you're screaming my name
Diggin' my grave to get a reaction
Changin' my face and callin' it fashion
Got no shame
I love the way you're screaming my name

[Post-Chorus]
I love the way you're screaming my name
I love the way you're screaming my name"	5059411	en	en	en
TRVDNKD128EF353C28	Gutter Glitter	Switchblade Symphony	https://p.scdn.co/mp3-preview/0b7364c65907367d9d09ddb6014edccb8214125e?cid=774b29d4f13844c495f206cafdad9c86	0MKgkusbaZQPYgf9k44aa9	industrial, gothic, dark_ambient		2007	231093	0.613	0.755	0	-8.066	0	0.03	0.0631	0.784	0.104	0.0888	120.019	4	Gutter Glitter	rock	1995	3433	{}	"Iridescent eyes of the seahorse rise
Treasures she loves, others despise
A shooting star shan't fall very far
Dim fireflies held in glass jars
April showers bring May flowers
Dazzling dust tossed in with guts
The trapdoor is open, the window half-closed
The tapestry curtain vivaciously blows

London bridge did fall down
My fair lady nearly drowned
What is the reason to lock her up
When already she had such rotten luck?
Bracelets of silver adorn my wrists
Candy kisses from sugared lips
Candy kisses me, kisses me

London bridge did fall down
My fair lady nearly drowned
The London bridge did fall down
My fair lady nearly drowned
London bridge is falling down
Falling down, falling down
London bridge is falling down
My fair lady
Take the key and lock her up
Lock her up, lock her up
Take the key and lock her up
My fair lady"	1700707	en	en	en
TRQIKQQ128F4291A88	Hail to Fire	Mastodon	https://p.scdn.co/mp3-preview/eef50096b1758ab400ff9345c82a6fca7ab9c2ec?cid=774b29d4f13844c495f206cafdad9c86	21xmUXJNtMKU8BWQSxi2JW	metal, death_metal, metalcore, progressive_metal	Metal	2006	132293	0.259	0.963	11	-4.197	0	0.188	3.84e-05	0.224	0.0297	0.254	196.743	3	Hail to Fire	rock	2006	1301	{}	"All see light in oceans black
Go seek find the red seas fire
Blow ship by those sail blind
Choosing one, losing blood

You try exchanging
No, I don't think so
Cannot escape me
No sound reason"	564506	en	en	en
TRUWAUH128F9329702	Have You Never Been Mellow	Olivia Newton-John	https://p.scdn.co/mp3-preview/636d9d76e9fb0611ea91beb056750a4e57b372ff?cid=774b29d4f13844c495f206cafdad9c86	0E0NPRBP1JO0fLDqFGfAuD	pop, female_vocalists, 70s	Pop	2012	220826	0.552	0.507	0	-7.912	1	0.0308	0.613	0.0	0.114	0.347	121.729	4	Have You Never Been Mellow	pop	1975	4214	{}	"There was a time
When I was in a hurry as you are
I was like you
There was a day
When I just had to tell my point of view
I was like you

Now I don't mean to make you frown
No, I just want you to slow down

Have you never been mellow?
Have you never tried
To find a comfort from inside you?

Have you never been happy
Just to hear your song?
Have you never let someone else be strong?

Running around as you do
With your head up in the clouds
I was like you
Never had time to lay back
Kick your shoes off, close your eyes
I was like you
Now you're not hard to understand
You need someone to take your hand, hey

Have you never been mellow?
Have you never tried
To find a comfort from inside you?

Have you never been happy
Just to hear your song?
Have you never let someone else be strong?"	637912	en	en	en
TRXGLEM128F42A8BC4	Avatar	Swans	https://p.scdn.co/mp3-preview/d9347f3af1bccdf5ba334a9b5c1f6a9a31d8a79c?cid=774b29d4f13844c495f206cafdad9c86	1aGi5g5krVp2HmKc1FmTZv	experimental, industrial, post_rock, post_punk, noise, avant_garde	Electronic	2012	531773	0.205	0.835	9	-7.789	0	0.0431	0.00673	0.894	0.366	0.199	100.99	3	Avatar	rock	2012	8704	{}	"[Verse]
Your light is in my hand
Your light is in my hand
Your light is in my hand
Your light is in my hand
Your mind is in my eye
Your mind is in my eye
Your mind is in my eye
Your eye is in my mind
Your mind is in my eye
Your eye is in my eye
Your eye is in my eye
Your eye is in my eye
Your eye is in my eye
Your eye is in my eye
Here, here
Here, here"	130669	en	en	en
TRBOLKB128F42769C7	Bean	Blonde Redhead	https://p.scdn.co/mp3-preview/90981423c55953e9028b8bb1f0aaa38b7644d13d?cid=774b29d4f13844c495f206cafdad9c86	16TF9dfQ8G221aqrxvzs2x	indie, alternative_rock, experimental, indie_rock, psychedelic, post_rock, new_wave	Rock	1995	277626	0.508	0.539	8	-10.722	0	0.0261	0.0786	0.0581	0.107	0.358	108.252	4	Bean	rock	1995	475	{}	"Away we go
All too soon
Away, far away
From all we know
To all we deny
To see your smile
With a crown on your head
To meet those who care
To not be sincere
And not care

Nothing to share
I just want him back
I never felt a need
To be so brave
I stand on my head
With my breath so relaxed
Even I could relax
To see your smile
For all my love
All this too soon
Away we go"	223269	en	en	en
TRKRJAS128F4240A66	Which Way	Graveworm	https://p.scdn.co/mp3-preview/b3862db51be3aaa355307210bc779c7bcc7bddad?cid=774b29d4f13844c495f206cafdad9c86	0bENUbExyYHG5gSCXoNTXe	black_metal, melodic_death_metal, gothic_metal		2006	332080	0.409	0.993	3	-1.943	1	0.112	1.31e-05	0.683	0.149	0.0693	114.983	4	Which Way	pop	2005	254	{}	"So many roads - so many places
A million towns - a milliard faces
It's called: world population
But the appropriate name - world domination
Can someone help me?
Who should I call?

In such time, guns are friends
Never ever you see shaking hands
Even childs are making war
So called freedom is away so far
Can someone help me?
Who should I call?

(-Chorus-)
I want escape, I wanna fly
I wanna breath, I wanna cry
I'll kill myself therefore and so
I wanna know, where I should go!

Can someone help me?
Who should I call?
The population - is gonna fall
I'm asking - for deliverance
Suggest - I wait for a wise sentence"	1282651	en	en	en
TRFRZDL12903CCF4EF	Feel Good	Modestep	https://p.scdn.co/mp3-preview/272b3b64b0aea6fe2887eb600c7c6dcacb8be932?cid=774b29d4f13844c495f206cafdad9c86	1ZVi47qX6EmLv3zhLGzoIP	drum_and_bass		2013	250880	0.652	0.835	6	-7.263	0	0.0846	0.000543	0.000319	0.81	0.232	139.983	4	Feel Good	pop	2013	840	{}	"Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face
Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face

Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Now let me hear the bass

Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face

Your face
Your face

Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face

Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
We can bring it back
Making real music that
Ain't gonna put that to waste
We can bring it back
Making the real music that
May not be everyone’s taste

We can bring it back
Making real music that
Ain't gonna put that to waste
We can bring it back
Making the real music that
It’s gonna put that look on like that on your face

Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Now let me hear the bass

Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face
(Your face)
Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face

Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face
Your face

Cause the music makes me feel good
When I see that look  your face
Cause the music makes me feel like you
When I see that look on your face
Cause the music makes me feel good
When I see that look on your face
Cause the music makes me feel like you
When I see that look on your face"	1302567	en	en	en
